,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,metro_cost,metro_travel_time,metro_Comfort,metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2
1715,8,30,3,10,8,20,3,10,7,25,5,5
788,15,10,5,10,12,10,3,5,20,10,3,5
3439,15,30,1,5,12,20,1,5,20,15,5,2
3815,3,10,1,2,8,10,3,10,7,10,5,5
3582,8,30,3,2,5,15,3,5,20,10,1,2
1402,8,10,1,2,8,10,1,10,20,10,5,5
1434,8,10,5,10,12,10,5,2,7,25,5,2
21,3,10,1,5,12,20,3,5,20,15,5,2
3431,15,10,3,10,12,15,3,2,20,15,3,10
1196,3,30,3,5,5,15,1,2,7,10,1,10
4623,8,30,1,2,8,15,1,10,15,25,5,5
699,3,10,5,10,5,10,1,2,7,25,3,10
955,3,10,5,10,12,10,1,10,7,25,5,2
945,3,20,3,2,8,20,1,10,7,25,5,2
530,3,10,3,10,5,20,5,5,7,15,5,5
195,3,20,5,5,5,15,5,10,15,25,1,2
82,15,30,1,2,5,20,3,10,7,10,5,2
3130,8,30,1,10,8,20,1,5,20,25,1,10
3733,8,30,5,5,8,20,3,2,20,10,1,5
1325,15,10,1,2,5,10,1,10,15,10,1,5
2455,3,10,3,2,5,15,3,5,7,15,3,2
2963,3,20,5,5,8,10,1,2,15,25,3,5
1796,8,10,3,2,5,10,3,2,20,25,3,5
2603,8,20,1,2,12,20,1,10,15,10,3,5
524,3,10,3,5,12,10,5,5,15,25,5,10
87,8,30,3,5,12,15,1,5,7,25,5,2
3616,15,10,1,2,5,15,1,5,15,15,3,10
60,3,10,3,10,12,15,3,2,7,15,5,2
1026,3,20,5,2,8,15,5,2,20,25,5,5
978,15,20,5,5,5,10,1,2,7,10,3,10
4329,3,10,3,10,12,10,5,10,20,25,5,2
3342,3,30,1,2,5,20,1,2,20,10,5,5
1079,15,10,3,10,12,20,5,2,15,25,3,5
3033,3,10,5,5,12,10,3,5,20,10,3,5
4515,8,30,5,2,12,10,1,10,20,25,1,10
2787,8,20,5,2,8,20,3,2,20,10,5,2
4046,8,30,5,10,12,15,5,10,15,25,3,10
1042,8,10,5,5,8,15,3,2,7,15,5,10
3113,15,20,3,2,5,10,1,5,7,15,3,10
2420,15,20,1,10,8,20,1,2,20,15,3,5
2294,15,20,3,2,5,15,1,5,7,10,3,5
786,8,20,3,5,5,20,3,2,7,10,1,10
4586,15,10,3,10,12,10,3,2,7,10,5,2
495,8,30,5,2,8,20,5,2,7,10,5,2
3508,8,10,3,5,8,10,1,2,15,15,5,2
1814,15,20,3,2,12,15,3,2,15,15,5,2
2243,3,30,3,5,8,10,1,2,15,15,1,5
3753,3,10,3,10,12,20,5,2,15,25,3,2
1826,3,10,1,10,5,15,5,10,7,25,1,10
2593,15,30,3,2,12,10,3,5,15,25,1,2
1080,8,10,1,5,5,15,1,10,20,25,1,2
353,8,20,1,10,12,10,5,5,7,25,1,2
487,15,10,1,5,8,20,5,10,20,10,5,5
232,15,20,3,5,8,15,5,10,7,25,1,2
4687,8,20,1,10,12,10,3,5,20,25,3,5
57,8,20,1,10,5,15,1,10,15,15,5,10
1446,15,20,5,10,5,10,3,2,15,10,3,2
4468,3,30,3,10,8,10,3,2,20,10,1,5
4924,3,20,5,2,5,15,1,5,7,10,1,2
720,3,20,3,5,8,20,1,5,15,15,3,10
3003,15,20,3,5,8,15,3,2,15,10,5,5
987,8,20,5,10,12,20,5,5,15,10,1,10
4332,3,30,5,5,12,10,5,5,20,15,5,5
2761,8,30,3,10,12,15,3,10,20,10,5,2
4989,3,10,1,10,12,20,5,5,20,15,3,10
2781,3,20,3,10,8,20,5,10,20,15,5,5
3536,8,10,1,10,12,15,1,5,7,10,3,5
95,3,10,1,10,8,20,3,10,15,10,5,10
4109,8,30,3,5,12,20,1,10,15,10,3,10
2322,8,30,1,10,8,20,3,2,15,15,5,5
2081,8,30,3,5,5,20,1,10,7,15,3,5
1557,15,20,5,10,8,20,1,5,7,25,1,2
2154,15,20,1,5,5,15,1,5,15,10,1,5
1478,8,30,5,5,5,10,1,5,20,15,1,5
759,8,20,1,5,5,20,5,10,15,10,5,5
3076,15,30,5,10,8,10,3,5,15,10,1,2
1259,15,30,5,10,5,10,3,10,20,25,5,10
1568,3,20,3,2,8,20,5,5,15,10,3,10
4518,3,30,3,10,8,10,5,10,20,15,5,2
1000,8,30,1,2,12,15,1,2,20,15,3,10
2622,8,20,1,5,8,20,3,2,15,10,1,5
4972,3,20,1,2,12,20,1,5,7,25,3,2
2414,15,20,3,5,5,10,3,2,20,25,5,10
2211,3,30,5,5,8,15,5,5,7,10,5,5
4874,3,30,3,10,8,10,1,2,20,25,3,5
4187,15,30,3,2,12,10,1,10,7,10,5,10
1740,15,20,3,10,8,20,1,2,15,25,1,2
4428,8,10,3,2,12,15,5,5,15,25,1,10
1830,8,20,5,2,12,20,3,10,7,15,5,5
3737,8,30,1,5,8,15,5,2,15,10,1,2
3852,15,20,5,5,8,15,1,2,15,15,3,10
2769,15,10,3,5,12,20,5,5,7,10,5,5
1172,8,30,1,2,5,10,5,5,7,10,5,2
3538,8,10,1,2,5,20,5,2,20,25,5,5
3177,3,10,5,10,12,20,5,5,20,25,5,2
3756,15,30,3,10,5,10,5,5,15,15,1,10
3903,8,10,5,5,8,20,3,5,20,10,3,5
1989,8,20,1,10,8,20,3,10,15,25,3,5
2353,8,30,3,2,5,10,5,2,20,10,5,5
3878,3,20,1,10,5,10,3,5,15,15,3,2
1176,15,30,1,5,8,15,5,10,7,15,5,10
582,8,10,1,2,12,15,5,2,20,10,3,2
4771,8,10,3,10,8,20,5,10,15,15,3,2
2138,15,30,5,5,5,20,3,10,7,15,1,2
612,15,20,5,5,8,20,5,5,20,25,5,5
4990,15,10,5,2,8,20,1,10,15,25,5,2
1031,8,30,1,5,12,15,3,2,7,15,3,10
3365,15,30,1,5,12,20,1,10,7,15,3,10
4660,8,10,3,10,12,10,1,2,15,10,3,5
4711,15,10,5,2,12,20,1,10,7,10,5,2
3966,3,20,1,10,8,15,1,2,20,25,5,5
1747,8,20,3,2,12,10,5,5,15,25,5,10
3663,3,20,3,2,12,10,1,10,15,10,5,10
135,15,20,3,2,5,10,1,5,15,25,5,5
1847,15,10,3,2,8,20,1,2,15,25,1,2
700,3,10,1,10,8,15,1,10,20,25,3,2
2040,8,30,5,2,5,10,3,2,7,10,3,10
191,3,20,1,10,12,20,3,2,15,25,3,2
2051,3,20,3,2,12,15,5,2,20,15,5,2
3621,3,10,3,5,5,15,1,5,20,15,1,2
3568,8,30,1,10,5,15,3,2,7,15,3,5
3759,15,20,5,10,5,15,5,2,15,10,5,2
2371,15,20,5,10,8,10,1,5,15,10,5,10
2369,3,20,5,5,8,20,3,5,20,15,5,10
447,15,10,3,2,12,20,1,2,20,15,5,2
1280,3,30,5,10,5,15,1,2,15,15,1,2
3973,8,30,3,10,8,10,1,2,15,15,1,5
3128,8,10,3,2,8,15,3,10,7,15,1,5
942,3,20,1,10,12,15,3,2,20,25,5,10
1765,3,10,3,2,8,20,3,5,15,15,1,2
1327,15,30,1,10,12,10,1,2,20,25,5,2
1853,3,30,1,2,12,15,5,2,20,10,5,2
1988,15,10,1,5,12,20,3,5,15,15,1,2
1036,15,20,5,10,12,20,5,2,7,15,3,10
969,8,10,5,10,5,15,5,2,15,10,5,5
1944,15,10,5,5,8,20,3,2,7,15,3,2
2916,3,20,5,5,5,10,3,5,20,10,3,5
4236,3,20,5,2,5,20,5,2,7,10,3,10
985,3,20,5,2,8,10,1,10,20,10,3,10
1508,15,30,3,2,5,20,3,2,20,15,1,2
1337,8,30,5,5,12,15,3,2,15,15,1,10
4814,15,30,5,10,8,10,5,2,15,10,1,5
4386,3,20,3,2,12,10,3,10,20,15,5,5
584,3,30,5,5,8,10,3,10,20,15,5,2
1718,8,20,1,2,12,20,1,5,7,10,3,10
4714,3,10,1,5,12,15,3,10,15,25,5,2
2928,15,30,1,2,8,10,1,10,7,15,1,10
1227,3,20,1,10,5,15,1,10,20,10,3,2
3825,15,10,3,2,8,20,5,2,15,10,3,5
3051,15,10,5,2,8,15,3,10,15,15,5,2
3967,3,10,3,2,5,15,5,5,15,25,5,2
1409,15,20,1,5,12,10,3,10,20,25,5,2
635,15,20,3,10,8,20,1,2,7,25,5,5
4138,3,10,1,2,8,15,3,2,7,10,1,5
354,8,10,3,5,8,10,1,5,7,10,1,10
1090,3,30,3,2,12,10,5,5,15,25,1,2
1598,8,30,5,10,12,20,1,10,7,10,3,2
3129,8,10,3,5,5,20,3,5,20,15,3,2
4371,8,10,1,10,5,10,5,10,20,25,1,5
2938,8,20,5,5,12,15,1,5,15,15,1,5
433,3,10,3,10,5,10,5,10,15,25,5,10
2819,15,10,5,5,5,15,3,2,7,15,5,10
382,3,30,3,2,5,10,5,2,7,25,5,2
3802,3,20,3,5,12,15,5,2,7,10,5,5
1559,8,20,5,5,12,10,1,2,15,15,1,10
3256,3,30,5,5,5,10,3,2,15,25,5,2
3348,8,20,5,2,8,10,3,10,20,10,1,10
115,15,10,5,10,5,15,1,2,20,10,1,5
2413,15,10,5,2,8,20,3,2,7,10,3,5
401,8,30,3,2,8,20,1,5,15,25,5,2
4385,8,20,5,2,5,10,5,5,20,15,1,2
2940,8,10,3,5,8,10,1,2,7,15,1,5
4633,15,30,1,10,5,20,3,10,20,25,5,5
8,8,10,5,5,8,20,3,5,20,15,3,5
1939,3,20,3,5,12,10,3,10,7,25,1,5
1516,8,30,1,10,12,10,1,10,20,15,3,10
818,8,30,3,2,12,10,5,5,15,25,5,2
3763,3,10,1,5,12,20,1,5,7,15,3,2
1916,8,30,3,10,8,10,3,2,20,25,5,2
3956,3,30,1,2,5,15,5,10,15,10,3,10
4793,15,10,3,5,5,15,5,10,7,10,5,5
3226,15,30,1,2,12,20,5,2,20,10,3,5
509,8,10,5,2,8,10,5,2,15,10,1,5
4587,8,20,1,2,12,15,1,5,7,10,5,5
329,8,30,5,5,5,10,5,2,20,10,3,5
657,8,30,5,10,5,10,1,10,20,15,1,5
903,15,20,5,5,8,20,3,2,15,25,5,2
1875,3,30,3,10,8,20,5,2,20,15,3,2
3432,3,20,5,5,12,10,3,2,20,15,1,5
4442,3,20,1,10,5,20,5,10,7,25,5,5
4089,15,10,1,2,12,15,1,5,7,25,5,5
893,8,20,1,10,5,10,5,2,7,15,1,2
2289,8,20,1,10,12,20,1,2,20,25,3,10
2752,3,20,1,10,5,20,5,10,15,25,3,2
2839,3,20,1,2,8,10,3,5,7,25,5,5
4439,8,10,1,5,8,10,5,2,15,10,5,5
3843,3,10,3,5,5,20,5,10,7,25,5,2
2893,15,20,1,2,12,15,3,10,15,25,1,10
4012,15,20,5,2,8,15,5,2,15,15,5,2
41,3,20,5,2,5,20,3,10,20,15,1,2
4059,15,10,5,5,12,20,5,2,7,15,1,2
4067,8,30,5,10,5,10,1,10,7,25,1,10
1319,8,20,1,5,5,20,1,5,20,15,5,2
4819,8,10,1,10,12,15,3,2,15,10,3,10
2343,15,20,3,10,5,20,3,2,7,25,3,2
3926,3,20,1,5,8,10,5,5,15,25,1,2
1275,15,10,5,5,8,10,1,5,15,15,5,10
4547,15,30,1,5,5,10,3,2,20,25,5,5
2254,15,30,1,10,5,20,3,10,7,15,1,2
1003,15,30,3,5,5,10,1,10,7,15,3,10
4808,3,10,1,2,12,20,1,5,20,25,5,2
3583,3,20,3,2,5,20,5,10,20,15,5,2
2555,15,10,3,2,5,15,1,10,20,15,1,10
3531,15,20,3,2,5,10,3,10,7,25,3,2
3786,3,30,1,5,5,10,1,5,7,10,3,2
3844,15,30,5,2,5,10,1,2,7,25,3,10
3433,3,20,5,2,12,20,5,5,7,10,5,5
1682,3,30,1,10,12,15,3,2,20,25,5,10
3046,15,20,3,5,5,10,5,2,20,10,5,2
3675,15,10,5,2,5,15,3,5,7,10,3,10
1322,3,20,3,2,12,10,1,2,20,10,3,5
4986,8,30,5,5,12,20,3,5,15,25,5,5
1009,8,30,1,2,12,20,1,10,20,10,1,5
3901,3,20,5,2,8,20,3,5,15,15,1,2
1683,3,20,1,2,8,15,1,10,7,15,1,5
4504,15,20,3,2,12,10,1,2,15,25,5,10
442,8,10,3,10,12,10,5,10,15,25,1,2
962,15,30,1,5,12,15,1,2,15,10,5,5
1304,15,10,5,5,12,10,1,2,7,15,1,2
1083,3,30,5,10,12,20,5,10,20,25,3,10
4954,8,10,1,5,8,15,5,2,7,10,3,10
3212,3,10,5,5,8,20,3,5,7,10,1,5
3689,15,30,1,5,12,10,3,2,20,15,5,10
123,15,30,5,5,5,10,3,2,7,25,1,2
4739,15,10,1,10,12,15,5,10,20,15,1,5
1795,8,30,5,5,12,10,3,10,15,10,1,10
692,8,10,1,10,5,15,3,10,7,10,1,2
3045,8,20,1,10,8,10,5,5,7,25,5,5
4727,15,10,3,2,5,15,5,2,7,15,3,2
4843,3,30,1,2,12,10,1,10,15,25,1,10
1613,15,20,5,10,5,20,3,5,7,10,3,2
3904,15,30,5,2,12,10,1,10,20,25,5,2
2415,3,30,1,2,12,15,3,10,20,10,1,5
1127,8,20,5,2,5,15,5,5,7,10,1,5
2955,8,20,3,2,12,10,3,2,15,10,3,10
2789,3,20,5,5,12,15,1,2,20,10,5,10
810,15,10,5,2,8,10,5,5,7,10,1,5
1293,8,30,1,5,12,10,3,5,20,10,1,5
2013,3,20,3,2,8,20,1,2,20,15,1,10
1115,8,30,3,5,5,15,5,2,15,15,1,10
238,8,10,3,2,8,10,3,5,15,10,1,10
3892,8,20,1,2,5,10,3,10,15,10,1,2
941,8,10,5,10,8,20,3,5,7,15,1,2
417,8,10,1,10,5,20,1,5,7,15,1,5
518,8,20,5,2,8,20,1,5,20,15,3,5
2521,8,10,1,5,8,15,5,10,15,15,3,5
4638,8,10,1,10,12,10,5,5,7,10,1,5
4461,15,30,5,5,5,20,1,5,15,15,5,2
45,8,30,3,2,8,15,1,2,15,10,5,2
1621,8,30,3,2,5,10,1,5,20,25,1,10
1082,3,20,3,10,5,10,5,10,20,15,5,5
3525,3,30,3,5,8,15,5,10,20,15,1,10
498,3,30,1,10,12,20,5,5,7,15,5,10
2338,15,20,5,10,12,10,3,5,20,10,1,5
337,3,20,1,10,12,15,3,5,7,15,5,10
105,3,10,1,2,8,20,5,2,7,25,5,2
4994,8,10,3,10,8,15,1,5,15,25,5,10
2580,3,10,5,2,5,10,1,10,20,10,1,10
4064,15,30,1,2,8,15,1,2,15,15,5,2
3107,3,20,1,2,8,15,1,10,20,10,3,2
3154,3,20,3,2,12,15,1,10,20,25,3,5
1087,8,20,3,5,12,10,3,5,20,25,1,5
1753,3,30,1,10,8,10,1,10,15,15,5,10
1855,3,30,5,10,5,15,1,10,20,10,3,2
4909,3,20,1,2,5,20,3,2,20,15,5,5
4470,8,10,3,5,5,10,3,5,15,10,5,2
4648,8,10,3,5,5,15,1,2,7,10,3,5
4905,3,10,1,10,5,20,3,2,7,15,5,2
332,3,30,1,2,8,20,3,5,7,25,3,2
1807,15,20,1,2,5,10,5,10,7,10,3,10
974,15,30,3,2,5,15,5,2,20,10,3,10
1998,15,10,1,5,12,20,5,2,15,25,3,5
4496,15,20,3,2,5,15,3,5,15,10,5,5
3945,8,30,1,10,12,20,5,2,7,25,5,10
654,3,20,1,10,5,10,1,2,15,15,3,10
1073,15,20,5,2,12,15,5,2,20,15,1,2
596,8,30,5,2,8,10,1,5,7,15,5,2
2702,15,20,3,5,5,10,3,5,20,15,5,10
3020,3,10,5,2,8,15,5,5,20,25,1,2
220,3,30,5,5,8,15,5,5,15,15,1,5
1188,8,30,5,2,8,20,1,2,15,15,3,5
2891,15,10,1,10,8,10,1,2,15,10,1,10
3201,3,10,5,10,5,15,5,2,20,25,1,5
1467,3,20,5,2,12,15,1,2,20,10,5,10
2626,3,20,1,10,8,20,3,10,15,25,5,2
3776,15,10,5,10,8,10,3,5,7,25,5,2
871,8,10,1,5,8,10,3,2,20,15,3,5
1136,15,20,5,10,8,20,3,5,7,25,1,10
3027,3,30,5,10,12,20,5,2,7,15,3,2
3012,3,30,1,2,8,15,5,5,20,25,1,10
3648,15,10,1,10,5,10,3,10,15,15,3,10
319,3,20,3,10,8,10,3,2,15,10,1,10
4377,8,10,3,10,12,10,3,10,7,15,1,2
996,8,30,1,5,5,20,3,2,15,10,3,10
3860,3,30,5,10,5,20,1,5,7,25,5,2
4796,15,10,3,2,12,20,1,5,15,10,5,2
971,3,20,5,2,5,20,3,5,20,10,5,5
4635,15,30,3,2,12,10,5,2,15,15,3,2
4312,3,10,1,10,5,20,5,5,20,25,5,5
2518,15,10,5,2,12,10,1,10,15,25,5,2
1334,8,10,1,10,12,10,1,10,20,15,3,10
371,15,30,5,2,8,20,3,2,7,15,1,5
2719,8,30,1,5,8,10,3,5,20,15,5,2
4882,15,20,1,10,5,20,5,10,15,25,5,2
359,15,10,1,2,5,15,1,10,15,25,5,5
3792,8,20,3,5,12,15,5,2,15,25,3,5
2174,15,10,5,10,12,10,5,10,15,15,5,2
3710,15,20,3,2,8,20,3,2,7,10,1,10
4378,15,10,3,5,8,20,3,5,20,15,3,2
4456,8,20,1,5,12,20,3,5,7,10,5,5
4026,3,20,1,2,12,10,3,2,15,15,3,5
1920,3,20,3,2,12,15,1,10,20,25,3,10
3186,8,10,3,2,8,10,1,5,7,10,5,10
3339,8,10,1,2,5,20,3,5,15,10,3,10
3071,3,10,1,2,8,15,1,5,7,10,3,5
2610,3,10,5,10,5,15,1,2,20,10,5,2
4473,15,10,3,10,12,15,3,5,7,10,5,10
1724,15,20,3,5,5,10,1,5,15,10,3,5
1410,15,10,5,10,5,10,5,2,7,15,1,10
2063,15,30,5,10,12,15,5,2,15,25,3,10
1599,15,20,3,2,8,15,5,10,7,10,1,5
3865,3,20,1,2,8,10,3,2,15,25,1,2
4738,15,30,5,5,5,15,1,10,7,15,5,2
301,8,20,5,5,12,15,1,5,15,25,5,2
440,15,20,1,5,5,10,3,10,20,25,1,10
4835,8,10,5,5,12,15,5,2,20,10,5,2
2128,3,30,5,10,5,10,1,10,15,10,1,5
4824,15,30,1,5,12,15,5,10,15,10,5,5
3979,15,20,5,5,8,15,5,10,20,10,3,2
2344,3,20,1,5,12,15,5,2,7,25,1,10
1345,3,30,3,10,5,10,3,10,20,10,1,5
3871,8,20,5,2,8,20,1,2,20,10,5,2
4804,8,30,3,2,5,15,3,10,7,10,3,5
1404,3,10,3,2,5,20,1,2,20,10,3,10
4588,8,20,3,10,5,20,3,10,20,15,3,2
4453,15,30,1,2,5,10,5,5,20,15,3,2
3108,8,30,5,2,8,15,3,2,7,10,1,10
2535,3,20,3,2,5,20,3,5,7,15,5,10
2872,15,30,3,5,8,10,5,10,15,15,5,10
3429,8,20,5,5,12,15,5,10,7,15,3,10
4604,8,30,5,10,5,15,1,5,7,10,1,2
1520,8,20,3,10,5,15,1,10,15,10,5,2
3828,8,10,1,2,5,15,5,5,15,25,3,5
1213,8,20,1,5,5,10,1,5,20,10,5,5
862,15,20,1,10,8,15,1,10,7,25,3,10
4911,8,20,3,5,8,20,5,2,7,15,1,5
1723,15,20,3,2,5,15,1,10,20,10,5,5
1427,3,30,1,2,5,10,3,10,15,10,1,2
90,8,30,1,5,5,10,3,10,20,15,3,2
4742,3,10,1,2,12,10,3,5,7,10,5,5
483,15,10,5,2,12,15,3,2,15,10,1,5
3080,8,30,5,10,8,15,1,2,7,25,1,10
2187,3,30,1,2,8,10,3,5,7,15,3,5
1273,15,30,1,10,8,15,5,5,15,25,5,5
3614,3,10,1,10,12,15,3,2,15,25,5,5
4806,8,30,5,2,12,15,3,5,15,15,3,10
18,15,20,3,10,5,15,5,10,15,25,1,2
53,15,30,5,5,8,20,1,10,7,15,3,10
970,15,30,5,5,12,20,3,5,15,10,1,2
653,15,20,3,5,5,20,3,5,15,15,3,10
585,3,30,3,5,12,15,1,10,20,10,5,5
3361,3,20,1,2,8,20,1,5,7,10,1,10
2329,3,20,1,10,8,20,3,5,20,25,5,5
2077,8,20,1,5,12,20,5,5,20,25,3,2
3840,15,30,5,10,8,15,1,2,7,10,3,2
4591,3,10,1,10,5,10,5,2,20,25,5,2
4379,3,10,5,2,5,15,1,10,15,15,5,2
3494,8,30,5,10,8,15,3,10,7,15,3,2
1600,8,30,3,2,5,15,5,5,7,25,3,2
2181,8,10,1,2,5,15,3,2,20,25,5,5
4221,8,20,1,5,8,10,1,10,7,10,5,5
2008,8,10,1,2,12,10,5,10,20,15,5,2
146,15,20,1,10,12,15,1,5,20,10,3,5
2801,8,30,3,10,12,20,1,10,20,15,5,10
4693,8,30,1,2,5,15,1,2,7,25,5,2
2113,3,20,1,5,5,10,5,5,15,10,3,10
2474,3,10,3,5,12,20,3,2,7,10,1,2
2416,3,10,3,2,8,15,1,2,20,25,1,10
1068,15,20,3,2,5,10,3,5,20,15,5,10
1577,15,20,5,10,5,20,5,2,7,25,1,2
43,8,30,1,5,8,15,5,2,7,25,5,10
4606,8,10,3,2,5,15,5,5,7,10,5,5
2445,15,20,5,10,8,15,5,2,20,25,1,5
733,8,20,3,5,12,15,5,5,7,25,5,10
2357,8,30,1,10,8,10,1,10,20,15,1,5
1650,15,20,3,2,12,20,3,5,20,15,5,2
2957,8,20,5,5,5,10,1,5,20,10,1,2
2116,8,30,1,5,12,10,5,5,15,10,3,2
983,8,30,1,2,12,10,3,5,7,25,1,10
4943,3,10,3,5,12,10,1,10,15,10,3,5
4643,8,20,5,10,8,10,1,2,7,25,3,2
3714,8,10,5,5,12,15,3,2,20,10,1,10
4792,15,20,5,2,5,15,1,10,20,15,3,5
695,15,20,1,2,12,10,1,2,7,15,5,10
1789,8,30,3,2,8,10,5,5,7,15,3,2
4775,8,10,5,2,8,15,3,10,15,10,3,2
1483,15,20,3,2,5,15,3,10,7,10,1,2
1992,3,30,1,10,12,10,1,10,15,25,3,10
2910,15,20,1,5,5,20,3,10,7,10,1,10
1738,8,20,1,2,8,15,1,2,20,25,5,2
1166,8,30,3,5,12,15,3,5,7,10,5,2
1707,3,10,5,10,5,10,5,2,7,10,1,2
2106,15,10,5,2,12,10,3,5,15,15,3,5
3252,15,30,1,2,12,20,1,2,7,10,3,10
4077,15,30,5,10,8,10,5,5,15,25,1,5
1879,3,20,1,5,8,10,1,5,15,15,3,2
1761,3,10,3,5,12,10,1,2,7,25,1,10
2729,8,30,1,10,12,15,1,5,20,25,3,2
892,3,30,5,5,8,20,3,5,15,10,5,5
2647,3,20,3,5,5,20,1,2,20,10,1,10
3388,8,20,3,5,8,15,5,5,7,15,5,5
1640,15,10,3,5,8,15,3,10,7,10,5,5
2430,3,20,1,10,12,15,1,2,20,10,3,5
67,8,10,3,5,12,15,3,2,15,15,1,10
3965,15,30,3,10,8,10,5,5,7,10,5,10
1893,8,30,3,5,12,20,5,10,20,25,5,2
1077,3,10,3,2,8,20,5,2,20,10,5,10
499,8,20,1,5,5,15,5,10,15,15,1,2
671,15,20,3,5,5,15,3,2,7,15,5,5
1437,8,10,3,5,5,10,5,2,7,25,5,10
178,8,30,3,5,8,15,5,2,7,10,5,5
507,3,30,3,5,8,20,1,5,20,25,1,5
4757,8,10,5,2,12,10,5,5,20,25,1,2
203,8,30,5,2,8,20,5,5,7,15,5,2
2239,15,10,5,10,5,15,3,10,15,15,1,2
1366,8,30,5,5,12,15,1,2,20,15,5,10
4323,3,30,5,10,5,15,5,2,7,10,5,2
118,15,20,1,5,12,15,5,10,7,10,5,5
668,15,20,3,5,5,20,5,2,15,25,3,2
3122,8,20,5,10,8,20,5,2,20,10,3,10
2973,15,20,3,5,5,15,3,5,15,10,1,5
3883,8,20,1,5,12,10,1,10,7,10,1,2
1102,15,30,5,10,8,15,5,10,7,10,1,2
4476,15,10,1,10,12,15,3,10,20,15,1,5
504,15,10,3,10,12,10,5,5,20,25,1,2
4285,15,10,5,10,5,10,5,10,15,10,5,2
4922,8,10,5,5,12,20,5,10,20,15,3,2
1986,3,30,5,10,8,10,3,2,15,25,3,5
291,3,20,5,2,8,10,1,10,15,15,5,10
4310,3,30,3,5,12,20,5,10,7,10,5,10
543,8,30,3,5,5,15,5,2,20,25,1,2
4927,15,10,1,10,12,20,1,2,7,15,5,5
1967,8,10,3,5,8,10,5,2,15,25,1,2
3026,3,20,1,5,8,15,1,2,20,25,5,2
1578,3,20,1,5,5,15,5,5,15,25,1,5
3443,3,20,1,5,12,20,5,5,20,10,5,10
4492,3,30,1,5,8,10,5,10,15,10,1,5
837,3,30,1,5,12,10,3,2,7,25,1,2
3384,15,30,1,2,5,10,1,10,7,15,5,10
986,15,20,3,5,8,15,1,2,20,25,1,10
3073,15,20,3,5,12,10,5,2,20,10,5,10
4415,15,20,5,10,5,10,3,10,7,10,3,2
533,8,10,1,2,8,20,5,10,15,10,5,5
4096,3,20,5,5,8,10,5,2,15,10,3,2
1232,3,10,5,10,8,20,1,10,15,10,3,5
2866,15,10,5,5,8,15,5,2,15,15,1,5
92,8,10,5,5,8,10,3,2,15,10,3,5
4491,3,20,5,10,8,20,5,2,15,25,1,2
470,3,20,1,2,5,15,1,10,20,25,5,5
1635,3,20,5,2,8,20,5,5,15,15,3,2
4403,15,20,3,10,12,10,3,10,15,15,5,10
3937,3,30,3,5,8,15,5,2,15,15,3,2
3812,15,20,3,5,8,15,3,10,20,10,3,2
1146,8,20,5,10,8,15,1,2,7,25,5,5
1889,3,20,1,10,5,20,5,5,7,10,5,10
2699,15,10,5,2,12,20,3,10,15,25,5,5
2532,3,20,5,10,12,10,1,5,15,10,5,2
98,3,10,5,2,8,20,3,5,20,25,5,2
1787,15,30,3,5,5,15,3,10,20,10,3,2
554,8,10,3,2,12,15,5,5,7,10,1,10
4670,8,30,3,5,5,20,1,2,20,10,3,5
2157,3,20,1,5,5,10,3,2,20,15,1,10
3750,8,30,5,10,5,20,5,10,7,15,3,10
3791,8,30,5,5,12,10,1,2,20,10,5,5
4156,15,10,5,10,5,10,5,5,20,15,5,5
2751,15,30,3,2,12,20,5,10,15,15,5,2
4875,15,30,1,10,5,10,3,10,15,15,3,5
2468,15,10,3,2,12,10,5,5,20,10,1,5
1873,15,30,1,2,8,20,3,10,20,10,1,2
2283,3,20,3,2,5,20,3,5,7,25,3,2
331,3,30,1,2,8,10,3,5,15,25,1,10
1324,15,10,1,5,12,10,5,2,20,15,3,5
3224,15,10,3,5,8,10,5,10,7,10,3,5
3625,15,10,1,5,8,20,1,5,7,25,1,10
4554,3,10,3,5,5,10,3,10,7,25,1,10
4803,3,30,3,2,8,10,5,10,20,25,3,5
32,3,20,3,5,12,20,5,10,15,25,3,2
2646,3,20,1,5,12,10,3,10,15,25,5,5
1395,3,30,1,5,8,10,3,10,20,15,1,5
2859,15,10,5,2,8,20,5,5,15,25,3,10
2222,8,20,3,10,8,20,5,5,20,10,3,5
1092,15,10,3,2,5,15,1,10,7,25,5,5
1245,3,20,5,10,12,10,1,2,15,15,5,5
2393,15,30,5,2,8,10,5,5,15,15,1,5
3222,3,10,3,10,8,15,5,5,20,25,3,10
1602,3,20,5,10,5,20,3,2,7,15,5,2
1019,3,30,3,5,12,15,5,10,7,15,3,10
4657,8,20,1,10,12,15,3,10,20,15,3,10
1713,8,10,3,5,8,15,1,10,20,10,5,5
4654,3,30,3,5,8,20,5,5,15,10,1,5
2333,15,30,5,2,12,10,5,5,15,15,1,10
3294,8,30,5,2,8,10,3,10,15,10,1,5
1246,15,20,1,2,5,15,1,2,20,10,1,2
4880,8,30,1,10,12,10,5,5,15,25,5,10
2023,8,20,1,10,12,20,3,2,7,25,3,2
564,3,30,1,2,12,15,1,10,7,15,5,10
4276,3,30,3,2,12,20,3,2,20,25,5,10
1470,8,20,5,5,8,10,1,10,7,10,1,10
3930,15,30,5,5,5,20,3,5,15,25,3,2
