,CS,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,Metro_cost,Metro_travel_time,Metro_Comfort,Metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2,Plane_cost,Plane_travel_time,Plane_Comfort,Plane_CO2
7371,7372,8,30,3,2,5,20,3,10,20,15,3,10,7,10,1,5
4461,4462,8,30,1,10,5,20,5,5,20,10,3,5,20,20,1,10
3713,3714,8,10,3,5,8,10,5,10,20,25,3,5,15,30,1,2
7450,7451,8,20,5,10,8,10,1,2,20,15,5,2,20,10,5,10
6118,6119,8,30,1,10,5,15,1,10,15,25,1,5,7,10,1,10
7669,7670,15,20,1,10,5,20,3,10,7,15,5,5,20,10,3,10
3850,3851,8,10,3,5,12,15,3,10,7,25,5,5,15,10,1,5
4533,4534,3,10,1,2,12,15,3,10,7,10,1,10,15,30,5,2
1453,1454,15,20,3,5,12,15,1,2,7,15,3,10,20,30,5,2
1289,1290,15,20,1,10,5,20,3,10,15,10,3,2,15,30,3,10
2610,2611,15,30,5,10,8,15,1,5,20,25,3,5,7,30,5,5
4052,4053,15,10,3,10,8,15,3,5,20,10,3,10,20,30,3,2
4680,4681,15,10,5,5,5,15,5,5,15,10,5,5,20,10,1,10
125,126,8,20,3,10,8,10,3,5,7,25,1,10,15,10,1,2
5752,5753,3,30,1,10,5,15,1,2,7,25,1,5,15,10,3,10
269,270,8,10,3,5,5,15,5,10,7,25,5,2,15,10,5,5
6946,6947,15,20,5,2,12,10,3,2,15,10,3,2,7,10,3,10
1160,1161,15,20,1,10,5,10,5,5,7,10,5,2,7,30,5,5
3746,3747,8,30,5,2,8,20,1,10,7,15,5,10,7,20,5,2
6663,6664,15,10,3,5,12,15,1,5,15,15,1,5,7,20,1,2
4925,4926,8,30,1,10,8,15,1,2,15,15,5,2,15,20,5,5
2572,2573,3,30,3,5,5,10,5,10,20,15,1,5,20,20,5,5
1483,1484,8,30,3,10,12,20,5,5,20,10,1,2,15,20,3,2
7216,7217,3,10,1,10,5,20,3,10,20,10,3,10,7,10,1,10
738,739,15,30,1,5,12,20,3,10,7,25,3,10,7,30,3,10
2810,2811,8,10,3,2,12,20,3,10,20,15,3,10,7,10,3,10
299,300,8,30,3,5,8,10,3,5,20,10,3,10,15,20,1,10
7504,7505,3,30,3,2,8,10,5,5,7,15,1,5,7,20,5,2
5571,5572,8,30,5,2,8,15,5,2,15,25,1,10,20,20,3,10
4910,4911,15,20,3,2,12,20,3,2,7,10,5,2,7,10,5,10
7562,7563,8,10,1,2,5,15,5,5,7,15,5,10,15,10,5,5
3129,3130,8,10,1,2,5,15,1,2,15,15,3,5,20,10,1,10
340,341,3,10,3,5,8,20,5,10,7,10,5,10,15,30,3,2
1074,1075,8,20,3,5,12,10,5,2,15,10,3,2,7,30,3,10
5674,5675,3,30,5,5,8,10,5,5,15,15,3,2,20,20,5,2
4952,4953,3,30,3,10,8,20,5,5,20,15,3,2,20,20,1,5
2720,2721,8,20,3,2,5,20,3,2,20,10,1,5,15,30,5,10
4273,4274,3,20,5,2,12,20,5,10,20,25,1,10,7,10,1,2
6880,6881,15,30,1,2,5,20,1,2,7,25,1,5,20,10,3,2
6575,6576,8,10,5,10,5,15,5,2,15,25,5,10,15,30,5,5
5512,5513,3,30,5,5,8,20,3,10,20,25,5,10,20,20,1,5
6322,6323,8,20,3,2,5,10,1,10,15,10,5,2,20,30,5,5
5840,5841,3,30,5,5,5,15,5,10,7,10,1,10,20,30,1,10
987,988,3,30,1,2,5,10,3,5,20,15,5,2,7,10,3,10
6001,6002,3,30,3,10,12,20,3,5,7,10,3,5,15,10,1,10
2906,2907,3,10,5,5,5,10,5,10,7,10,1,2,7,20,5,10
4542,4543,15,20,3,5,5,15,3,10,20,15,1,2,20,10,3,2
771,772,3,30,1,5,5,10,5,2,15,25,5,2,20,30,3,2
3987,3988,8,30,1,2,8,20,1,5,15,15,1,10,15,20,1,5
3008,3009,3,20,3,10,5,15,3,10,15,25,3,2,7,30,3,2
2219,2220,8,20,3,2,12,15,3,2,7,25,5,2,7,30,5,2
3879,3880,3,20,1,10,12,10,3,2,20,10,1,2,20,30,3,5
6317,6318,8,20,1,10,8,20,1,10,15,25,5,5,7,20,1,10
808,809,15,30,5,5,12,10,5,10,20,15,5,5,20,20,3,10
2107,2108,3,10,1,10,12,10,3,5,7,25,3,5,20,20,1,10
3164,3165,15,30,3,10,12,10,5,10,15,10,1,5,7,30,1,5
2659,2660,15,30,1,10,8,20,3,10,20,25,5,5,7,30,1,2
205,206,3,10,5,5,12,15,3,10,15,15,5,5,15,30,1,5
3499,3500,3,30,5,2,12,20,1,2,15,15,3,2,15,30,3,2
3147,3148,8,20,3,10,8,20,3,2,7,10,3,5,15,30,5,2
5091,5092,8,10,5,10,8,10,3,10,7,25,3,10,7,30,5,5
6361,6362,15,30,1,10,12,10,1,5,20,25,3,2,15,30,5,2
3980,3981,3,10,1,10,8,20,1,2,15,15,3,5,20,10,3,10
5527,5528,8,10,5,5,5,20,3,5,7,25,1,10,7,10,1,5
7641,7642,3,30,1,10,5,15,3,10,7,10,5,2,15,20,5,2
6882,6883,15,10,1,5,8,15,1,10,20,25,3,10,7,30,1,5
3323,3324,3,10,1,5,12,10,3,10,20,10,3,5,15,10,1,2
1027,1028,15,20,3,5,5,10,3,2,15,10,3,5,7,30,5,2
2118,2119,3,10,5,5,5,20,3,2,7,10,1,10,15,10,1,5
6727,6728,8,20,1,10,8,20,3,10,15,10,1,2,15,20,3,10
3178,3179,15,10,3,2,8,20,3,10,15,10,1,10,15,30,3,10
2117,2118,15,20,5,2,12,15,5,5,15,25,3,2,7,30,5,5
4240,4241,3,10,3,5,12,20,5,5,20,25,1,5,7,30,5,10
1409,1410,15,10,3,10,8,20,3,2,7,10,5,2,20,20,1,10
4478,4479,15,30,1,2,8,15,3,2,7,10,5,5,20,10,1,2
1408,1409,15,30,5,2,12,15,1,10,20,10,3,2,20,30,3,2
6987,6988,8,30,5,2,12,20,5,5,15,15,5,5,7,10,1,10
7118,7119,8,30,5,5,12,15,5,10,15,25,5,2,15,30,3,2
7532,7533,3,10,3,2,12,20,5,10,7,15,3,10,15,30,5,2
1101,1102,15,30,5,5,8,20,1,2,20,25,3,2,20,20,5,5
5560,5561,8,20,3,2,5,15,5,10,15,25,1,10,7,30,5,10
4786,4787,3,20,1,5,5,20,1,10,15,10,1,10,15,10,3,5
944,945,3,20,1,5,5,10,5,10,20,15,1,10,7,30,5,10
405,406,15,10,1,10,12,20,1,2,20,10,3,10,20,20,5,2
4384,4385,8,20,3,10,8,10,3,10,15,25,1,5,20,30,1,2
7130,7131,15,10,5,5,8,15,5,5,7,25,1,5,15,10,1,10
2437,2438,8,30,5,10,12,10,5,5,15,15,1,2,7,10,1,5
6568,6569,15,20,1,5,12,20,1,10,7,10,5,10,20,10,1,10
1186,1187,8,10,5,10,8,20,5,2,20,15,5,5,7,10,5,2
1698,1699,15,20,3,10,5,20,1,2,15,15,5,2,20,20,3,5
2625,2626,15,20,3,10,8,20,3,2,15,15,3,10,7,20,3,5
6730,6731,3,30,3,2,12,10,3,10,20,10,1,10,15,30,3,2
4427,4428,15,30,5,10,5,20,1,2,20,15,3,10,15,10,1,10
3397,3398,3,10,1,2,8,20,3,10,20,10,5,2,7,10,3,2
1895,1896,3,10,3,5,12,20,3,2,20,25,1,10,7,30,1,10
7137,7138,3,20,3,2,5,10,3,10,20,10,3,2,15,30,1,2
661,662,3,30,3,2,12,10,3,2,15,25,1,5,20,10,5,2
6257,6258,15,20,1,5,5,20,5,5,20,10,5,2,7,30,1,10
1082,1083,8,30,5,2,12,15,1,10,7,15,5,2,20,10,1,5
248,249,15,10,1,2,5,20,1,2,7,25,3,5,7,20,3,2
1274,1275,8,20,5,2,12,10,5,5,20,15,1,5,20,20,3,10
1837,1838,15,30,3,10,8,20,1,10,20,25,1,10,15,30,5,10
5282,5283,15,20,3,5,5,15,1,5,15,15,1,10,7,20,5,10
492,493,15,30,3,2,12,15,3,2,20,25,3,5,20,10,1,10
1353,1354,15,10,5,2,12,15,3,5,15,25,1,5,20,10,3,10
1381,1382,15,10,1,2,12,15,1,2,15,10,3,5,15,30,1,5
3566,3567,8,10,5,5,5,15,3,10,7,25,3,5,20,20,3,10
1097,1098,8,20,1,2,5,10,3,10,20,25,1,5,15,30,5,5
3785,3786,3,30,5,10,8,20,5,10,20,10,1,10,7,20,1,10
1945,1946,3,20,1,5,8,10,5,10,20,10,3,2,15,10,3,5
348,349,8,20,5,2,12,20,5,2,7,15,1,10,20,20,1,5
1346,1347,8,10,1,5,5,20,5,10,15,15,3,5,15,10,3,5
6743,6744,15,20,3,10,12,15,3,5,7,10,3,5,7,30,3,2
5797,5798,15,10,3,2,5,20,3,10,15,15,5,5,15,20,5,5
6513,6514,8,30,3,10,8,20,1,5,20,25,5,5,20,30,3,5
419,420,8,30,5,10,8,10,5,2,15,15,5,2,7,30,1,5
3196,3197,3,10,1,10,5,15,1,10,7,25,1,2,15,30,1,5
1722,1723,8,10,5,10,12,20,5,10,7,10,1,10,20,30,3,10
2669,2670,8,30,5,10,12,15,3,10,20,25,5,5,7,30,5,10
6939,6940,3,20,3,2,5,20,5,2,20,15,5,5,7,10,1,2
6909,6910,3,20,5,5,12,15,3,2,15,25,5,10,7,10,3,2
129,130,3,30,1,10,5,20,1,2,7,15,1,5,7,10,1,5
7163,7164,3,10,5,10,12,20,3,5,20,25,5,5,20,30,5,2
284,285,3,30,5,5,5,20,3,5,15,25,5,2,15,20,1,5
6180,6181,3,30,3,2,12,15,5,5,20,25,5,5,7,30,1,5
2678,2679,15,30,1,2,8,15,1,2,7,10,5,10,20,30,5,5
4515,4516,3,20,3,10,5,20,3,5,20,10,1,5,20,20,3,2
5815,5816,3,10,1,2,5,20,5,2,20,25,5,10,20,10,5,10
4079,4080,8,20,1,10,5,10,5,2,15,25,3,2,15,10,3,2
5123,5124,3,30,3,10,8,15,1,10,15,15,3,2,15,20,5,5
4995,4996,8,30,3,5,12,15,1,2,20,25,3,2,20,30,3,2
3065,3066,8,20,3,2,5,20,3,10,15,15,5,10,15,30,3,5
4775,4776,3,10,1,5,5,20,5,10,15,25,1,5,7,30,5,2
3309,3310,15,30,3,2,12,15,3,5,20,25,3,2,7,10,5,10
7313,7314,3,10,1,2,5,15,3,2,20,25,5,5,7,10,5,5
275,276,3,10,1,2,8,15,3,5,15,15,3,10,7,10,5,2
3120,3121,3,10,1,10,5,10,1,5,20,25,3,2,7,20,1,2
4687,4688,8,30,1,2,8,15,1,10,15,25,5,10,20,20,3,5
770,771,15,20,3,2,8,20,3,10,20,10,3,2,7,10,1,5
2416,2417,8,30,1,10,12,15,5,5,15,15,1,5,15,30,3,2
3644,3645,8,10,5,5,5,15,3,5,15,25,1,10,7,30,5,10
1005,1006,15,20,1,10,12,10,1,10,20,10,3,10,7,30,1,2
6877,6878,3,30,5,5,12,10,1,2,7,25,5,10,7,10,3,10
3441,3442,3,10,1,2,8,15,5,5,15,25,1,5,7,30,1,2
54,55,15,20,5,2,12,20,3,5,20,15,1,10,15,30,3,10
5665,5666,15,10,3,5,8,15,3,5,20,15,3,5,7,30,5,10
3754,3755,15,30,1,2,12,10,3,5,20,10,5,2,20,10,5,2
461,462,15,20,3,2,8,10,1,5,7,15,1,5,7,20,3,5
5814,5815,15,30,5,10,5,20,3,2,20,25,3,2,15,10,1,10
1078,1079,15,20,1,10,5,10,3,2,15,10,3,10,20,10,5,10
1911,1912,15,20,5,5,5,20,5,2,7,25,3,2,20,20,3,2
4868,4869,15,30,3,2,5,10,5,10,20,25,1,10,15,10,3,2
3226,3227,3,10,3,10,12,10,5,10,7,15,1,2,15,30,3,2
5517,5518,15,20,5,5,5,20,3,10,7,10,5,10,20,10,1,2
6834,6835,3,30,3,2,8,15,5,5,7,10,1,10,15,30,5,5
7624,7625,8,30,3,5,12,15,5,10,7,15,5,10,20,30,1,5
3849,3850,8,10,3,10,8,20,1,2,15,10,1,2,7,20,5,2
1319,1320,15,30,3,10,12,10,3,5,15,15,5,2,7,20,3,10
1086,1087,15,30,3,10,8,15,1,10,7,15,3,2,7,20,5,10
7088,7089,15,10,5,5,8,15,1,2,7,25,5,10,15,20,3,10
4826,4827,15,20,1,5,8,20,1,2,20,10,3,5,7,30,5,10
2977,2978,15,30,3,10,12,20,3,2,20,25,1,5,20,30,3,2
1735,1736,3,30,5,2,12,20,1,5,15,10,5,10,20,10,3,10
2902,2903,15,10,5,5,5,20,5,5,7,10,5,2,20,30,1,2
1217,1218,8,20,1,10,5,20,3,5,15,10,5,2,7,10,5,2
7184,7185,3,20,3,2,12,15,5,5,7,15,5,10,20,30,5,2
6485,6486,8,20,3,2,12,20,5,2,15,25,1,5,20,10,5,5
6983,6984,15,30,3,2,12,20,1,2,7,10,1,10,20,10,5,2
4028,4029,3,10,3,2,5,10,3,2,20,15,1,2,7,30,5,5
5089,5090,3,20,3,10,5,15,1,5,15,10,3,2,20,20,1,5
1141,1142,15,30,5,10,5,10,1,5,15,15,3,5,7,30,5,2
1654,1655,8,20,5,5,8,10,1,2,15,25,3,2,20,20,3,10
2413,2414,15,30,5,5,8,15,3,10,7,25,1,5,20,10,5,5
6195,6196,15,20,1,5,12,15,1,2,20,10,1,2,15,20,1,5
1787,1788,3,10,3,5,12,15,1,10,7,15,3,10,15,30,3,10
1053,1054,8,10,5,2,12,15,1,5,15,10,5,2,20,30,1,5
6408,6409,15,30,3,5,5,20,5,5,7,25,5,2,15,30,5,2
7542,7543,15,30,1,5,12,15,5,10,20,15,3,5,7,20,5,2
4662,4663,15,10,5,10,12,20,1,5,7,15,5,2,20,30,1,5
7670,7671,8,30,3,10,12,15,5,5,15,15,3,5,15,10,3,5
1844,1845,3,10,5,5,12,10,1,5,15,10,3,10,15,30,1,2
2686,2687,3,30,1,2,12,20,5,5,7,25,3,5,7,10,3,5
796,797,8,30,3,10,8,10,5,2,20,25,5,5,7,10,3,5
5832,5833,3,10,5,2,12,10,3,5,15,10,1,10,7,10,5,2
6424,6425,15,20,1,10,5,15,5,5,7,10,3,5,20,10,1,10
1615,1616,8,20,5,5,12,20,1,2,7,15,5,2,7,30,5,10
5426,5427,3,30,5,10,5,20,5,10,7,25,3,10,20,20,1,5
3889,3890,8,10,5,5,8,10,3,5,20,10,1,10,15,30,5,5
4133,4134,15,10,3,5,5,10,1,5,20,15,3,10,7,10,5,2
218,219,3,20,1,10,8,15,1,5,7,25,1,2,7,20,3,5
4115,4116,3,30,1,10,12,15,3,2,20,15,1,5,20,20,5,5
1628,1629,8,10,3,2,5,20,5,10,20,15,5,5,15,20,1,10
7056,7057,3,30,3,5,8,20,3,5,15,10,3,2,15,30,5,2
2900,2901,8,10,5,10,5,15,1,10,7,15,1,5,7,10,1,10
7323,7324,15,20,5,10,12,15,3,2,20,10,1,2,7,20,1,10
6439,6440,15,20,3,2,12,10,5,5,7,10,5,5,7,20,5,2
2733,2734,15,30,3,2,12,20,5,2,15,10,1,2,20,10,5,5
6580,6581,8,10,1,5,8,20,5,10,7,10,5,2,7,20,5,2
6436,6437,3,10,1,10,5,15,3,10,7,10,5,10,20,30,5,5
1862,1863,8,10,3,5,8,15,3,5,7,25,1,5,15,20,3,10
511,512,3,30,3,5,8,10,3,5,7,15,3,2,7,20,3,5
3463,3464,8,30,5,5,8,20,5,10,7,15,3,5,15,30,5,5
717,718,15,30,1,2,5,10,5,10,7,15,3,2,15,10,1,2
1136,1137,15,30,3,10,5,10,3,5,20,15,1,10,7,20,1,5
2346,2347,15,20,5,5,5,20,3,10,15,25,1,2,7,30,3,10
5914,5915,3,20,3,10,5,10,1,10,15,15,5,5,20,20,3,2
4260,4261,15,30,1,5,5,15,3,5,7,10,5,2,20,10,1,10
63,64,15,10,3,10,8,20,5,5,7,25,3,10,7,10,1,10
379,380,15,30,1,2,8,10,3,5,15,10,1,10,15,10,5,2
339,340,8,10,5,10,8,15,3,5,20,15,1,2,15,30,1,5
1702,1703,15,30,3,2,8,15,3,5,7,15,3,2,7,30,1,10
3221,3222,3,20,3,5,8,10,5,5,15,10,1,10,7,10,3,2
1550,1551,15,20,1,5,8,20,3,2,15,15,5,10,15,30,3,2
4223,4224,3,10,1,10,8,15,3,2,7,15,5,10,20,20,1,10
6137,6138,8,20,5,2,12,10,1,10,20,10,5,10,7,30,1,2
7321,7322,8,20,1,5,12,10,1,5,7,10,1,5,20,30,3,10
6802,6803,8,10,5,10,5,10,5,2,7,15,3,10,20,30,1,2
1692,1693,3,10,1,10,8,15,5,10,20,25,3,10,15,30,5,5
6927,6928,3,20,1,5,8,10,5,10,7,25,3,10,20,20,5,2
1240,1241,3,20,1,10,5,10,5,10,7,25,5,5,20,30,3,5
4941,4942,15,10,3,5,5,15,5,10,15,15,5,5,7,20,5,5
2557,2558,15,30,5,2,12,20,3,5,15,10,1,2,7,20,5,10
3701,3702,8,10,5,10,8,15,1,2,7,10,3,5,7,10,1,5
4844,4845,8,30,1,5,5,10,3,2,15,15,1,10,20,30,1,10
1420,1421,8,10,3,5,8,15,5,2,15,15,5,2,7,20,1,5
344,345,3,30,3,5,12,15,3,10,20,15,3,2,15,10,1,5
6243,6244,15,20,3,2,12,15,3,10,20,15,5,10,15,10,5,2
5600,5601,15,20,3,2,5,20,3,2,20,15,3,10,7,10,3,2
7287,7288,8,20,3,10,8,20,3,2,20,25,5,5,20,20,5,2
1907,1908,3,10,3,10,8,15,3,2,7,15,1,5,15,30,1,10
2098,2099,3,30,5,5,5,20,5,5,20,10,1,10,7,20,3,5
3726,3727,15,10,5,5,5,15,5,5,20,25,5,5,7,30,1,2
3941,3942,15,20,3,2,8,15,1,10,15,15,1,5,7,30,1,10
5468,5469,8,20,3,2,12,20,1,2,7,15,3,10,15,30,3,5
2295,2296,8,30,5,5,8,15,3,5,15,15,1,5,7,20,1,5
5820,5821,15,20,5,5,8,15,5,2,20,15,1,10,20,20,3,5
7081,7082,3,10,3,2,12,15,3,10,15,25,3,2,7,30,5,5
5893,5894,3,20,5,5,8,20,1,5,7,25,3,5,15,10,1,10
5854,5855,8,10,5,2,12,15,3,10,15,25,3,10,7,10,5,2
7060,7061,15,30,5,5,8,20,1,10,7,10,5,10,20,20,3,10
1439,1440,8,10,5,2,12,10,5,10,20,25,3,2,20,20,3,10
6827,6828,15,10,3,2,8,20,5,5,20,25,3,10,15,30,5,5
6531,6532,3,20,1,2,5,10,5,5,15,10,3,10,20,20,1,2
2754,2755,8,10,5,10,5,15,5,2,7,10,3,5,15,30,5,2
1838,1839,15,30,5,10,5,20,5,5,15,15,1,10,20,10,3,10
6282,6283,3,30,1,5,12,20,1,5,20,25,1,5,20,10,1,2
2140,2141,3,20,1,2,5,10,1,2,20,15,5,5,20,20,5,5
4594,4595,3,30,3,10,5,10,5,5,7,15,3,10,15,30,5,10
4359,4360,3,20,5,2,12,15,5,10,15,10,5,10,7,20,1,5
4825,4826,3,10,3,5,8,10,3,2,7,15,3,2,7,30,1,5
4985,4986,15,20,5,10,8,15,3,5,20,10,5,2,15,20,1,10
3729,3730,15,20,5,10,5,20,3,10,20,15,1,5,7,20,5,10
1031,1032,8,10,5,10,8,20,5,5,7,25,5,5,7,10,5,2
6966,6967,3,30,5,2,5,20,3,10,15,10,5,2,7,10,1,5
5580,5581,15,30,1,5,5,10,1,2,15,15,5,2,7,20,1,2
5836,5837,3,20,3,2,8,20,1,2,15,15,3,2,7,10,5,5
6731,6732,3,20,5,10,5,20,5,2,15,25,3,5,20,10,3,2
6402,6403,15,30,1,5,5,20,1,10,20,15,1,5,20,20,5,10
4162,4163,3,30,1,2,5,10,1,2,20,25,3,10,20,30,3,5
5458,5459,8,30,3,2,5,20,1,5,20,15,1,10,7,30,1,5
7578,7579,15,10,3,10,5,20,1,10,20,15,5,2,20,20,1,10
6450,6451,8,20,5,5,5,20,5,10,20,15,5,2,15,10,5,10
2162,2163,3,10,3,2,5,10,1,10,7,10,5,2,7,30,3,10
2320,2321,8,20,5,5,5,15,5,2,7,25,5,5,15,20,3,10
968,969,8,10,5,2,5,15,5,10,20,25,5,5,20,10,5,5
2891,2892,3,20,1,2,8,15,1,10,20,10,5,2,15,30,1,10
3517,3518,8,10,5,10,12,10,3,10,7,25,3,5,15,10,1,2
5597,5598,15,10,5,2,12,15,1,2,20,15,5,2,20,10,1,5
2805,2806,3,20,1,10,8,20,5,5,20,25,5,2,7,10,5,5
7168,7169,3,30,5,5,5,15,5,5,7,25,1,5,20,20,3,2
4588,4589,3,20,5,2,12,20,3,5,20,10,5,10,15,10,1,10
1307,1308,3,10,5,5,12,20,1,2,15,15,3,5,20,20,1,2
3450,3451,15,10,1,5,5,10,5,10,20,25,3,10,20,20,1,10
2620,2621,15,10,3,2,8,10,5,2,20,25,5,5,20,10,5,5
42,43,3,30,5,10,5,15,1,5,20,25,3,2,20,10,5,5
1366,1367,15,20,1,5,5,20,5,5,7,15,1,5,7,10,5,5
4948,4949,15,30,5,10,8,10,1,5,20,10,1,2,20,20,1,5
4056,4057,15,10,5,2,8,20,5,5,20,10,3,2,15,30,1,2
5144,5145,15,10,1,5,8,20,5,5,20,15,1,2,15,30,5,10
7345,7346,3,10,3,10,8,10,3,5,15,10,1,2,7,10,1,5
3898,3899,15,30,5,5,12,10,3,5,20,25,1,10,20,10,5,10
5254,5255,3,20,1,5,12,15,1,5,20,25,5,5,7,20,1,2
572,573,3,30,1,5,5,15,5,5,7,25,3,2,7,20,3,2
3804,3805,3,20,5,5,5,20,1,5,7,10,3,10,20,30,3,10
1328,1329,15,10,3,10,8,20,1,2,7,25,5,10,15,30,3,10
5178,5179,3,30,5,10,8,10,3,10,15,10,3,2,20,20,1,10
2532,2533,3,10,1,5,8,10,3,10,20,10,3,5,7,20,3,2
4366,4367,3,20,1,10,12,15,5,2,15,10,3,2,20,10,5,10
3409,3410,8,10,1,10,8,10,1,5,20,25,5,10,20,10,3,5
5853,5854,8,10,3,10,5,10,5,10,7,10,1,10,7,30,5,5
5515,5516,3,20,1,2,12,10,1,5,20,15,3,5,20,10,1,5
7685,7686,15,10,1,2,12,10,5,10,7,25,5,5,20,10,5,10
298,299,8,20,3,5,12,15,5,2,20,10,1,10,20,30,1,5
3530,3531,3,30,1,5,8,10,3,2,20,15,3,5,15,10,3,5
7296,7297,8,20,3,2,8,20,3,2,20,10,5,2,20,20,1,2
3810,3811,15,10,3,2,5,15,3,5,7,25,3,2,7,30,1,10
2210,2211,3,30,3,10,8,15,5,2,7,10,1,2,20,20,3,2
5666,5667,8,20,5,2,5,10,5,2,7,10,3,5,15,30,5,10
6472,6473,3,10,1,5,8,10,3,2,15,15,1,2,20,20,3,10
3811,3812,8,10,5,5,5,20,1,10,15,10,1,2,20,10,1,2
6438,6439,15,10,3,10,8,15,1,2,7,10,3,2,15,30,1,2
2220,2221,8,30,3,5,8,15,5,10,20,15,3,2,15,10,3,2
3679,3680,3,30,5,5,5,15,3,2,15,25,5,10,15,30,1,5
7416,7417,15,20,5,2,8,10,5,10,20,25,5,5,7,10,1,10
1159,1160,3,30,3,5,12,10,5,10,7,10,3,5,15,20,5,2
6469,6470,3,30,5,2,12,15,1,2,15,25,5,5,15,30,5,2
4628,4629,15,30,5,10,12,15,3,2,15,15,3,5,20,20,5,2
4683,4684,8,10,5,10,8,15,1,5,15,25,1,10,7,10,1,10
3573,3574,3,20,1,2,8,10,1,10,15,15,3,10,7,20,5,5
990,991,8,10,3,10,12,20,3,2,7,10,3,5,15,10,5,10
523,524,8,20,1,10,5,10,3,2,7,15,5,10,20,10,3,10
4472,4473,8,10,1,10,12,15,1,2,7,15,3,5,20,30,1,5
5105,5106,15,10,5,10,8,20,3,10,7,15,3,5,7,10,1,2
4747,4748,15,20,5,2,5,20,1,5,7,25,1,2,15,30,3,5
2779,2780,8,10,5,10,12,10,5,5,15,25,3,5,7,20,1,2
5916,5917,15,30,1,5,8,15,5,5,7,25,1,2,20,10,1,10
3633,3634,3,20,3,2,5,10,3,10,7,15,3,10,20,10,1,5
6313,6314,3,30,1,2,5,15,5,5,20,15,3,10,15,20,5,10
3359,3360,3,20,3,5,8,20,5,2,20,10,3,5,7,20,1,5
4884,4885,3,30,5,5,12,10,1,5,20,15,1,10,15,10,3,5
7587,7588,8,30,3,10,5,15,3,2,20,25,5,2,7,30,3,10
3394,3395,8,10,3,2,5,20,3,5,20,10,5,2,20,20,1,2
5001,5002,15,20,5,5,12,15,5,2,7,25,1,5,15,20,5,10
6903,6904,3,30,5,5,12,15,1,5,20,25,1,2,15,20,5,5
2069,2070,8,30,5,2,8,15,5,5,20,10,1,2,20,30,5,10
4859,4860,8,10,1,10,12,10,3,5,20,25,5,10,7,10,1,2
4466,4467,3,20,1,2,12,15,5,2,15,15,5,5,7,30,1,5
127,128,3,30,5,10,8,15,1,5,20,15,5,2,7,10,1,2
4305,4306,15,30,1,5,8,15,3,2,20,15,3,2,15,20,1,10
5595,5596,3,10,5,5,8,20,3,5,20,25,1,5,15,30,1,5
7517,7518,3,30,5,10,12,15,1,2,15,25,3,2,15,10,1,2
4200,4201,3,10,1,10,5,20,3,10,20,10,3,5,7,10,5,10
2670,2671,3,20,5,10,8,20,5,10,15,10,1,10,15,30,3,10
5158,5159,15,20,5,5,12,20,5,5,20,25,1,5,20,30,3,10
1613,1614,15,10,5,5,12,10,3,2,20,25,5,2,20,30,5,5
6061,6062,8,20,5,2,5,20,5,10,7,15,5,10,7,30,3,2
1242,1243,8,30,3,10,5,10,3,10,20,10,1,5,20,30,3,10
6666,6667,15,20,1,2,8,10,5,5,20,10,1,2,20,20,1,10
1429,1430,15,30,3,2,5,10,1,5,15,10,5,5,20,10,1,5
3462,3463,3,20,1,2,5,10,5,5,15,25,5,10,15,30,3,5
4652,4653,15,20,3,2,8,20,1,5,20,25,5,2,15,10,5,10
1899,1900,15,20,1,2,12,20,3,5,7,25,5,5,7,10,5,5
4338,4339,8,30,5,2,8,15,3,5,20,10,3,10,7,30,5,2
581,582,3,10,5,10,12,15,5,10,7,10,3,10,20,20,3,10
3195,3196,8,20,1,10,8,20,1,5,20,10,1,5,20,10,3,2
4048,4049,8,20,1,2,12,10,5,5,7,10,3,5,15,10,3,5
7349,7350,3,20,5,2,5,15,5,10,15,25,3,2,15,10,3,10
6042,6043,8,20,3,10,12,20,5,10,15,25,3,10,20,10,5,10
1414,1415,8,20,3,2,5,10,1,2,7,15,1,2,15,10,5,2
5623,5624,3,20,5,5,8,10,3,5,20,25,1,2,15,30,3,10
6406,6407,3,30,5,2,8,10,3,5,15,15,5,5,20,10,3,2
2654,2655,15,20,3,2,5,15,1,10,20,10,5,10,15,20,3,5
1966,1967,3,20,5,10,8,10,1,2,15,15,3,10,20,30,1,2
6236,6237,15,10,1,5,8,10,5,2,7,25,5,5,15,10,5,10
5738,5739,3,10,1,10,8,20,5,2,15,25,5,2,7,20,3,5
6111,6112,3,20,5,2,12,15,1,2,20,15,1,10,20,20,1,2
5377,5378,8,10,5,5,8,20,1,2,7,10,3,10,20,20,5,2
5697,5698,15,30,5,2,12,15,1,10,20,15,5,5,15,30,1,2
1981,1982,3,20,3,5,8,20,1,2,20,10,3,5,20,30,5,5
4417,4418,15,10,3,5,12,10,5,2,20,15,3,5,15,20,5,10
6593,6594,8,30,3,10,5,10,3,5,7,25,5,2,20,30,5,10
6792,6793,3,20,3,5,12,15,3,2,15,15,5,2,20,30,5,2
942,943,3,20,3,5,5,15,3,10,15,15,3,10,20,10,1,10
2365,2366,8,30,5,5,8,10,1,5,15,15,3,5,20,20,5,5
4093,4094,3,20,1,2,12,15,3,2,15,15,1,10,7,30,5,2
504,505,3,30,3,5,5,15,3,10,15,25,1,10,20,10,1,10
2491,2492,15,30,3,10,8,15,5,10,20,10,1,10,15,10,5,2
