GROUP_EXPERIMENT,AB_GROUP,participant,PROLIFIC_PID,SOURCE_FILE,Trial,trial_rank,n_trials_participant,Choice,TrialDuration,Bus_cost,metro_cost,RH_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,metro_travel_time,metro_Comfort,metro_CO2,RH_travel_time,RH_Comfort,RH_CO2,trial_101_200,NorTrial_pre,NorTrial_101_200,NorTrial_10
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,83,83,300,2,12.2983,8,12,7,20,5,10,15,5,10,25,5,2,0,0.8282828282828283,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,84,84,300,1,12.4857,8,8,20,10,5,10,10,1,5,10,3,5,0,0.8383838383838383,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,85,85,300,1,6.21,3,5,15,10,1,5,10,1,10,15,3,2,0,0.8484848484848485,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,86,86,300,2,15.0277,15,12,20,30,3,2,15,5,2,25,3,10,0,0.8585858585858586,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,87,87,300,1,5.5555,3,12,15,10,3,2,20,1,2,15,1,5,0,0.8686868686868687,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,88,88,300,1,10.6226,3,12,15,20,5,2,10,1,5,25,1,10,0,0.8787878787878788,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,89,89,300,2,11.3042,3,8,15,30,1,5,10,5,10,15,5,5,0,0.8888888888888888,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,90,90,300,2,19.499,15,5,15,20,3,2,15,5,10,10,5,5,0,0.898989898989899,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,91,91,300,2,1.3027,8,8,15,30,3,10,10,1,10,25,1,5,0,0.9090909090909091,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,92,92,300,3,8.5655,8,12,7,30,5,5,20,5,5,10,3,5,0,0.9191919191919192,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,93,93,300,1,24.8583,15,12,20,10,5,2,15,3,2,25,5,10,0,0.9292929292929293,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,94,94,300,2,5.4335,3,8,15,30,3,2,10,5,10,25,5,10,0,0.9393939393939394,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,95,95,300,3,10.9973,15,12,7,20,3,2,10,1,2,10,5,10,0,0.9494949494949495,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,96,96,300,1,26.8062,3,8,15,10,1,5,20,3,2,10,3,2,0,0.9595959595959596,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,97,97,300,2,11.7714,15,5,15,30,1,10,20,3,10,10,3,5,0,0.9696969696969697,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,98,98,300,1,14.4353,3,12,15,10,3,2,15,5,10,10,3,10,0,0.9797979797979798,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,99,99,300,2,19.8467,15,12,15,30,1,2,15,3,2,25,5,10,0,0.98989898989899,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,100,100,300,2,13.5027,15,12,20,20,5,2,15,1,5,10,5,10,0,1,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,101,101,300,2,28.4463,15,8,15,20,3,10,15,5,5,25,5,5,1,0,0,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,102,102,300,2,17.2911,3,8,7,30,1,10,20,5,5,25,3,2,1,0,0.010101010101010102,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,103,103,300,1,7.7829,8,12,20,10,1,5,20,5,2,10,5,10,1,0,0.020202020202020204,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,104,104,300,1,11.7207,8,12,20,10,1,2,20,5,5,15,3,10,1,0,0.030303030303030304,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,105,105,300,1,13.2946,3,5,20,10,3,10,15,3,2,25,1,5,1,0,0.04040404040404041,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,106,106,300,2,13.4433,3,8,20,30,5,10,10,3,10,15,1,2,1,0,0.050505050505050504,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,107,107,300,3,26.3991,8,5,7,10,1,5,20,1,5,15,3,2,1,0,0.06060606060606061,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,108,108,300,1,21.5604,8,5,15,10,1,2,20,1,10,10,3,10,1,0,0.0707070707070707,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,109,109,300,2,20.6549,15,12,15,10,5,10,10,1,2,10,1,2,1,0,0.08080808080808081,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,110,110,300,2,11.5445,3,8,15,20,1,10,15,5,10,15,5,2,1,0,0.09090909090909091,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,111,111,300,2,3.1535,15,5,7,20,3,5,10,5,2,15,3,2,1,0,0.10101010101010101,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,112,112,300,1,7.7832,3,8,15,20,5,2,20,1,10,25,5,10,1,0,0.1111111111111111,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,113,113,300,3,3.2787,15,12,15,30,5,10,20,5,10,10,1,10,1,0,0.12121212121212122,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,114,114,300,2,6.7432,15,12,15,30,3,2,0,5,10,15,3,5,1,0,0.13131313131313133,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,115,115,300,2,4.1673,8,5,15,20,3,2,10,5,5,25,5,5,1,0,0.1414141414141414,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,116,116,300,3,5.61,15,8,7,30,5,5,10,3,5,10,3,5,1,0,0.15151515151515152,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,117,117,300,2,4.6111,15,5,20,30,1,2,15,3,5,10,3,10,1,0,0.16161616161616163,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,118,118,300,1,4.195,8,5,20,10,1,10,20,5,5,25,3,2,1,0,0.1717171717171717,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,119,119,300,2,7.5915,8,12,15,30,1,2,20,3,10,25,5,2,1,0,0.18181818181818182,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,120,120,300,2,2.9628,8,12,15,30,1,2,10,1,5,10,3,10,1,0,0.1919191919191919,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,121,121,300,1,4.1947,8,8,15,20,5,2,20,1,2,25,5,10,1,0,0.20202020202020202,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,122,122,300,2,8.4414,15,5,7,10,5,10,15,1,10,25,5,5,1,0,0.21212121212121213,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,123,123,300,2,11.1049,8,8,7,30,1,5,20,3,10,25,1,5,1,0,0.2222222222222222,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,124,124,300,2,2.9125,3,8,7,30,5,5,10,3,2,25,5,5,1,0,0.23232323232323232,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,125,125,300,2,3.3967,8,12,20,20,3,2,15,1,5,15,1,5,1,0,0.24242424242424243,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,126,126,300,2,5.7186,15,12,20,30,5,10,20,3,5,25,1,10,1,0,0.25252525252525254,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,127,127,300,2,28.181,3,5,7,30,1,10,10,1,10,25,3,10,1,0,0.26262626262626265,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,128,128,300,2,7.5164,15,12,15,10,3,10,10,3,2,10,1,10,1,0,0.2727272727272727,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,129,129,300,2,2.5851,3,5,20,30,3,2,15,1,10,25,3,2,1,0,0.2828282828282828,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,130,130,300,2,33.4672,8,12,15,20,1,2,10,3,10,25,3,2,1,0,0.29292929292929293,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,131,131,300,1,4.2783,3,8,15,10,3,5,10,1,10,10,5,5,1,0,0.30303030303030304,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,132,132,300,2,18.2908,3,8,7,20,1,2,10,3,2,25,5,10,1,0,0.31313131313131315,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,133,133,300,1,40.6772,3,8,15,10,5,5,10,1,5,15,3,5,1,0,0.32323232323232326,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,134,134,300,1,19.0976,8,8,7,10,5,10,15,1,5,25,1,2,1,0,0.3333333333333333,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,135,135,300,3,4.3015,8,8,7,20,5,2,20,3,10,10,1,10,1,0,0.3434343434343434,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,136,136,300,2,9.7387,8,8,15,30,5,5,20,3,2,10,1,2,1,0,0.35353535353535354,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,137,137,300,2,27.0735,8,8,15,20,3,10,15,1,10,10,3,10,1,0,0.36363636363636365,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,138,138,300,2,14.759,15,8,20,10,3,2,10,1,5,25,3,10,1,0,0.37373737373737376,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,139,139,300,3,5.2435,15,12,7,30,3,5,15,1,10,10,3,10,1,0,0.3838383838383838,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,140,140,300,2,10.3384,15,12,20,30,3,2,15,5,2,25,3,10,1,0,0.3939393939393939,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,141,141,300,2,18.1238,15,12,20,10,1,10,15,5,2,25,1,2,1,0,0.40404040404040403,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,142,142,300,2,4.6941,15,8,15,30,3,10,10,3,2,25,1,2,1,0,0.41414141414141414,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,143,143,300,2,6.5426,3,5,15,20,3,5,10,3,2,15,1,2,1,0,0.42424242424242425,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,144,144,300,2,5.0271,15,12,20,20,1,5,10,3,10,15,5,10,1,0,0.43434343434343436,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,145,145,300,2,4.178,15,5,15,20,1,2,20,5,10,15,3,10,1,0,0.4444444444444444,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,146,146,300,2,12.4133,8,5,20,20,3,5,15,3,5,15,3,2,1,0,0.45454545454545453,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,147,147,300,2,2.7289,15,12,15,20,1,5,15,3,5,25,3,5,1,0,0.46464646464646464,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,148,148,300,2,2.38,15,12,20,30,3,10,15,1,10,25,3,5,1,0,0.47474747474747475,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,149,149,300,2,5.3434,15,8,20,30,3,2,20,3,10,10,3,10,1,0,0.48484848484848486,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,150,150,300,1,13.4353,8,12,15,10,1,2,20,1,10,25,1,10,1,0,0.494949494949495,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,151,151,300,2,4.2286,3,5,15,30,5,5,20,1,5,15,1,10,1,0,0.5050505050505051,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,152,152,300,2,19.0814,15,8,20,30,1,5,15,1,10,10,1,2,1,0,0.5151515151515151,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,153,153,300,2,9.8062,15,12,20,20,5,10,20,3,10,10,1,2,1,0,0.5252525252525253,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,154,154,300,1,3.5694,3,5,15,10,1,2,20,1,2,10,1,5,1,0,0.5353535353535354,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,155,155,300,3,6.7255,3,12,15,20,5,2,15,3,10,10,3,2,1,0,0.5454545454545454,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,156,156,300,2,5.1778,15,5,15,20,3,5,15,3,5,10,5,10,1,0,0.5555555555555556,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,157,157,300,2,4.0789,8,8,7,20,3,2,15,5,5,25,3,10,1,0,0.5656565656565656,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,158,158,300,3,13.8859,15,12,15,30,5,10,20,1,2,15,5,5,1,0,0.5757575757575758,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,159,159,300,2,4.3612,15,5,20,20,3,10,15,3,5,15,1,10,1,0,0.5858585858585859,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,160,160,300,1,9.3068,8,12,15,20,3,2,20,5,2,15,1,10,1,0,0.5959595959595959,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,161,161,300,2,4.6013,8,12,20,30,1,10,15,1,5,10,1,10,1,0,0.6060606060606061,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,162,162,300,1,2.9213,8,5,15,10,1,5,20,5,2,25,1,2,1,0,0.6161616161616161,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,163,163,300,2,3.1453,15,5,7,10,5,10,10,5,10,25,5,2,1,0,0.6262626262626263,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,164,164,300,1,4.0618,3,8,7,10,1,5,15,5,5,25,3,2,1,0,0.6363636363636364,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,165,165,300,2,3.587,15,12,20,20,3,5,20,1,10,10,1,5,1,0,0.6464646464646465,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,166,166,300,2,2.6706,3,5,15,30,5,2,20,3,2,10,5,10,1,0,0.6565656565656566,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,167,167,300,2,5.6103,15,12,15,20,1,2,20,5,5,25,5,10,1,0,0.6666666666666666,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,168,168,300,2,12.728,3,8,20,20,3,10,15,5,10,15,3,5,1,0,0.6767676767676768,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,169,169,300,2,4.8108,3,5,20,10,1,10,10,5,5,10,1,10,1,0,0.6868686868686869,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,170,170,300,2,8.9731,15,12,15,20,1,10,15,5,5,10,3,5,1,0,0.696969696969697,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,171,171,300,1,16.401,3,8,20,20,5,10,20,1,5,15,1,2,1,0,0.7070707070707071,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,172,172,300,2,15.2847,8,8,7,10,3,10,10,3,5,15,3,10,1,0,0.7171717171717171,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,173,173,300,2,23.4588,8,5,7,20,1,10,10,1,5,10,1,2,1,0,0.7272727272727273,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,174,174,300,2,3.5123,15,8,15,30,1,10,15,1,2,15,5,2,1,0,0.7373737373737373,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,175,175,300,1,3.1294,8,8,20,10,3,5,20,5,2,15,5,2,1,0,0.7474747474747475,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,176,176,300,1,5.9853,3,8,15,10,1,5,20,1,5,15,5,5,1,0,0.7575757575757576,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,177,177,300,2,12.3613,15,5,15,10,3,5,10,3,10,25,5,2,1,0,0.7676767676767676,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,178,178,300,2,3.8949,15,8,7,30,5,2,15,1,2,15,5,10,1,0,0.7777777777777778,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,179,179,300,2,2.4796,15,12,7,30,3,10,20,1,2,25,5,10,1,0,0.7878787878787878,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,180,180,300,2,3.2462,3,12,20,20,1,2,10,1,5,15,3,5,1,0,0.797979797979798,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,181,181,300,2,4.9846,8,12,15,20,1,5,10,5,2,15,1,2,1,0,0.8080808080808081,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,182,182,300,3,4.3431,3,12,7,30,3,2,10,1,2,10,3,10,1,0,0.8181818181818182,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,183,183,300,3,21.7453,3,8,7,30,5,5,20,5,10,10,5,2,1,0,0.8282828282828283,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,184,184,300,1,6.8018,8,8,7,10,5,2,15,5,5,10,1,10,1,0,0.8383838383838383,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,185,185,300,2,3.1049,15,12,20,30,1,5,15,5,2,25,1,2,1,0,0.8484848484848485,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,186,186,300,2,2.6288,3,5,20,30,3,2,10,3,10,10,5,10,1,0,0.8585858585858586,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,187,187,300,1,14.3688,3,12,20,20,3,2,20,1,10,10,1,2,1,0,0.8686868686868687,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,188,188,300,2,4.7609,3,8,15,20,5,2,15,3,2,25,3,2,1,0,0.8787878787878788,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,189,189,300,1,12.4962,8,8,15,10,3,5,20,1,10,15,3,10,1,0,0.8888888888888888,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,190,190,300,2,3.4782,8,8,20,20,5,2,15,1,2,10,1,10,1,0,0.898989898989899,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,191,191,300,2,4.0617,8,5,20,20,1,2,20,1,2,25,1,10,1,0,0.9090909090909091,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,192,192,300,2,12.6868,15,5,20,30,1,5,10,5,2,10,5,5,1,0,0.9191919191919192,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,193,193,300,1,5.4359,3,5,20,10,3,10,20,3,2,15,5,10,1,0,0.9292929292929293,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,194,194,300,1,6.6587,8,8,15,10,5,5,10,3,5,15,3,2,1,0,0.9393939393939394,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,195,195,300,2,2.6131,8,5,7,30,5,2,10,5,2,15,3,5,1,0,0.9494949494949495,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,196,196,300,1,6.2101,3,5,7,10,3,2,10,3,2,25,1,5,1,0,0.9595959595959596,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,197,197,300,1,10.8054,8,12,7,10,1,5,15,3,2,15,1,5,1,0,0.9696969696969697,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,198,198,300,2,11.0805,8,5,15,20,5,5,10,5,5,25,3,5,1,0,0.9797979797979798,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,199,199,300,2,1.5137,3,5,20,20,1,2,10,1,5,15,5,2,1,0,0.98989898989899,0
BAB_U,AB_U,40,57acc170c6bab4000172a42e,328_57acc170c6bab4000172a42e.csv,200,200,300,2,4.4619,8,12,15,20,1,2,10,5,2,10,5,10,1,0,1,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,1,1,300,1,11.0321,8,5,15,20,5,5,15,1,10,25,1,10,0,0,0,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,2,2,300,1,4.1165,3,8,20,10,5,10,15,1,10,25,5,10,0,0.010101010101010102,0,0.1111111111111111
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,3,3,300,2,14.2884,3,8,15,30,3,2,10,3,10,15,5,5,0,0.020202020202020204,0,0.2222222222222222
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,4,4,300,2,3.5131,15,5,15,30,5,10,10,5,10,15,5,2,0,0.030303030303030304,0,0.3333333333333333
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,5,5,300,2,3.1723,3,12,7,30,1,2,15,1,2,25,1,10,0,0.04040404040404041,0,0.4444444444444444
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,6,6,300,2,3.9305,15,8,7,30,1,5,20,5,5,25,1,10,0,0.050505050505050504,0,0.5555555555555556
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,7,7,300,2,6.7215,3,5,20,30,3,5,10,5,5,15,1,2,0,0.06060606060606061,0,0.6666666666666666
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,8,8,300,3,3.577,8,5,20,10,3,10,10,3,5,25,3,2,0,0.0707070707070707,0,0.7777777777777778
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,9,9,300,2,5.9739,3,5,15,30,1,5,20,1,2,25,5,10,0,0.08080808080808081,0,0.8888888888888888
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,10,10,300,3,12.9911,15,5,15,30,3,2,15,5,10,10,5,2,0,0.09090909090909091,0,1
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,11,11,300,1,10.5349,3,8,7,20,5,10,10,5,2,25,5,10,0,0.10101010101010101,0,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,12,12,300,1,11.5537,3,5,20,10,5,10,15,3,10,15,1,10,0,0.1111111111111111,0,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,13,13,300,1,5.6136,15,5,15,30,1,2,20,1,2,10,1,5,0,0.12121212121212122,0,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,14,14,300,3,11.2044,15,8,7,20,3,10,15,1,10,15,3,5,0,0.13131313131313133,0,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,15,15,300,2,2.3379,3,5,20,30,1,10,10,5,2,25,1,5,0,0.1414141414141414,0,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,16,16,300,1,9.4825,3,8,15,20,3,2,15,3,2,15,5,5,0,0.15151515151515152,0,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,17,17,300,1,8.2949,8,12,15,30,5,2,15,5,10,10,3,5,0,0.16161616161616163,0,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,18,18,300,3,12.1135,15,12,7,30,5,2,15,5,2,15,1,2,0,0.1717171717171717,0,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,19,19,300,3,6.1249,3,8,20,30,3,10,20,1,10,15,1,2,0,0.18181818181818182,0,0
BAB_U,AB_U,41,5996d2256b939900012d9f22,315_5996d2256b939900012d9f22.csv,20,20,300,1,8.9597,3,8,15,10,5,5,10,5,5,25,5,5,0,0.1919191919191919,0,0
